beer_id,abv,ibu,name,style,ounces
2368,0.045,,Wild Onion Pumpkin Ale (2010),Pumpkin Ale,12
2369,0.056,41,Paddy Pale Ale,American Pale Ale (APA),12
2370,0.068,21,Blonde Hunny,Belgian Pale Ale,12
2371,0.057,20,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,12
2372,0.045,25,Wild Wolf American Pilsner,American Pilsner,12
2373,0.051,45,Alpha Ale,American Pale Ale (APA),12
2374,0.054,,Mystical Stout,Irish Dry Stout,16
2375,0.075,,Bodacious Bock,Bock,16
2376,0.05,,Ambitious Lager,Munich Helles Lager,16
2377,0.072,,Wyoming Pale Ale,American Pale Ale (APA),16
2378,0.05,,Wind River Blonde Ale,American Blonde Ale,16
2379,0.074,83,Ace IPA,American IPA,16
2380,0.08,31,P-51 Porter,American Porter,16
2381,0.055,,#001 Golden Amber Lager,American Amber / Red Lager,12
2382,0.071,60,#002 American I.P.A.,American IPA,12
2383,0.052,,#003 Brown & Robust Porter,American Porter,12
2384,0.048,38,#004 Session I.P.A.,American IPA,12
2385,0.059,,Tarasque,Saison / Farmhouse Ale,12
2386,0.062,61,Ananda India Pale Ale,American IPA,12
2387,0.045,23,Tiny Bomb,American Pilsner,12
2388,0.058,72,Train Hopper,American IPA,12
2389,0.045,,Edward’s Portly Brown,American Brown Ale,12
2390,0.059,135,Troopers Alley IPA,American IPA,12
2391,0.047,15,Wolverine Premium Lager,American Pale Lager,12
2392,0.05,,Woodchuck Amber Hard Cider,Cider,12
2393,0.065,82,4000 Footer IPA,American IPA,12
2394,0.028,15,Summer Brew,American Pilsner,12
2395,0.065,69,Be Hoppy IPA,American IPA,16
2396,0.069,69,Worthy IPA,American IPA,12
2397,0.045,25,Easy Day Kolsch,Kölsch,12
2398,0.077,30,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12
2399,0.069,69,Worthy IPA (2013),American IPA,12
2400,0.06,50,Worthy Pale,American Pale Ale (APA),12
2401,0.042,,Patty's Chile Beer,Chile Beer,12
2402,0.082,,Colorojo Imperial Red Ale,American Strong Ale,12
2403,0.055,,Wynkoop Pumpkin Ale,Pumpkin Ale,12
2404,0.075,,Rocky Mountain Oyster Stout,American Stout,12
2405,0.067,45,Belgorado,Belgian IPA,12
2406,0.052,,Rail Yard Ale,American Amber / Red Ale,12
2407,0.055,,B3K Black Lager,Schwarzbier,12
2408,0.055,40,Silverback Pale Ale,American Pale Ale (APA),12
2409,0.052,,Rail Yard Ale (2009),American Amber / Red Ale,12
